customer_email,customer_name,customer_age,age_group,customer_value_tier,customer_segment
hwilson@example.org,Michael Harvey,48,36-50,Medium,Individual
jenniferwilliams@example.org,Michelle Armstrong,34,26-35,Premium,Individual
hernandezchristian@example.org,Lisa Peck,69,65+,Premium,Individual
samanthacruz@example.net,Jennifer Edwards,56,51-65,Medium,Individual
qnolan@example.org,Edward Mays,58,51-65,Low,Individual
christopher23@example.org,Tony Diaz,64,51-65,Premium,Enterprise
julie15@example.net,Mrs. Angela Leon,80,65+,Low,Enterprise
jessejenkins@example.com,Alexander Gonzalez,31,26-35,High,Enterprise
dcook@example.com,Anonymous Customer,23,18-25,Premium,Individual
melanie01@example.net,Daniel White,29,26-35,High,Individual
romandenise@example.net,David Green,18,18-25,Medium,Enterprise
ghunter@example.org,Lori Gregory,36,36-50,Medium,Enterprise
amy64@example.net,Robert Hernandez,17,18-25,Low,Enterprise
duncanelizabeth@example.org,Emily Reed,51,51-65,High,Enterprise
mezanicholas@example.org,Angela Meyer,82,65+,Medium,Individual
xcox@example.org,Michael Walsh,65,51-65,High,Small Business
glennruben@example.com,Angelica Johnson,64,51-65,Low,Enterprise
quinnann@example.net,Jose Avila,76,65+,Premium,Individual
chaneymichele@example.org,Alan Williams,77,65+,Low,Small Business
lmartinez@example.org,Terri Hopkins,22,18-25,High,Small Business
rodriguezheather@example.net,Jessica Burns,53,51-65,Medium,Enterprise
huntrhonda@example.net,Jessica Pitts,56,51-65,Medium,Enterprise
snyderricardo@example.net,Jackson Perry,53,51-65,High,Individual
davisdonald@example.org,Aimee Oliver,17,18-25,Low,Small Business
wrightjason@example.org,William Nguyen,26,26-35,Low,Small Business
tball@example.com,Danielle Reynolds,51,51-65,Premium,Enterprise
andrewsdale@example.com,Madeline Wise,18,18-25,Low,Individual
chrissantos@example.com,Peter Patterson Jr.,24,18-25,Premium,Small Business
ilee@example.net,Christopher Lowery,38,36-50,Low,Individual
dawn73@example.org,Joseph Castaneda,81,65+,Medium,Small Business
eric63@example.com,Terrance Rubio,59,51-65,Premium,Individual
moorejohn@example.com,Cindy Hunt,56,51-65,Premium,Enterprise
areed@example.com,Dr. Paula Pugh Dds,61,51-65,Medium,Individual
jason41@example.org,Michael Ramos,40,36-50,Medium,Individual
lholt@example.com,Elijah Dennis,48,36-50,Medium,Individual
mary83@example.com,David Anderson,62,51-65,High,Small Business
samantha89@example.com,Kenneth Matthews,83,65+,Low,Enterprise
manningelizabeth@example.org,Robert Snyder,78,65+,Medium,Small Business
garciaroy@example.org,Christopher Conner,21,18-25,Medium,Enterprise
qzhang@example.net,Cory Wall,78,65+,Medium,Enterprise
breanna26@example.org,Timothy Martin,76,65+,Low,Enterprise
adamwalton@example.net,Joseph Avila,46,36-50,Premium,Small Business
hicksandrew@example.com,Shannon Castro,16,18-25,Premium,Enterprise
georgejohnson@example.org,April Mason,62,51-65,High,Individual
katrina35@example.net,Brian Lucas,24,18-25,High,Small Business
brianachung@example.org,Bradley Williams Jr.,18,18-25,Medium,Small Business
garyharper@example.org,Alexander Pope,63,51-65,Premium,Enterprise
masonsalazar@example.net,John Daugherty,48,36-50,Premium,Individual
hallmary@example.com,Daniel Reynolds,16,18-25,Medium,Enterprise
smithtimothy@example.net,Savannah Mcdonald,37,36-50,Premium,Individual
eddie60@example.net,Richard Williams Md,28,26-35,Medium,Individual
stephaniewilliams@example.com,Kristina Richards,80,65+,High,Individual
chendricks@example.org,Angela Lopez,20,18-25,High,Enterprise
becky11@example.com,Michelle Levy,61,51-65,High,Individual
gphillips@example.net,Kevin Brown,34,26-35,Medium,Enterprise
thomasterry@example.net,Anonymous Customer,45,36-50,Premium,Small Business
lesliejohnston@example.net,Paula Fischer,16,18-25,Low,Individual
valerievelazquez@example.net,Christina Wolf,70,65+,Low,Small Business
rogerstiffany@example.net,Mary Fuller,74,65+,Medium,Small Business
emily95@example.com,Rodney Underwood,45,36-50,Low,Individual
dwilliams@example.org,Elizabeth Powers,49,36-50,Medium,Individual
halljacob@example.com,Natalie Bush,70,65+,High,Enterprise
rwhite@example.org,Gregory Hernandez,41,36-50,Premium,Enterprise
hfisher@example.net,Angelica Flores,16,18-25,Medium,Individual
vrodriguez@example.com,Daniel Owens,63,51-65,Premium,Individual
cheryl91@example.net,Yvette Rodriguez,17,18-25,Premium,Small Business
david33@example.com,Jasmine Powers,74,65+,High,Individual
christophermccormick@example.com,Eric Wilson,34,26-35,Low,Small Business
zamoramargaret@example.org,Natasha Graves Dds,19,18-25,Medium,Small Business
joe65@example.com,Justin White,33,26-35,High,Small Business
christopher89@example.net,Anonymous Customer,37,36-50,Low,Small Business
michele17@example.net,Maria Freeman,19,18-25,Medium,Small Business
staffordrachel@example.com,Shane Morales,57,51-65,Low,Individual
anthonycowan@example.net,Dawn Moses,71,65+,Medium,Enterprise
blanchardrobert@example.com,Anthony Johns,36,36-50,Premium,Enterprise
jacobmata@example.org,Anna Nichols,46,36-50,Medium,Enterprise
slloyd@example.org,Kevin Chang,31,26-35,Low,Individual
vreed@example.net,Melissa Zimmerman,19,18-25,Low,Enterprise
andrew10@example.com,Alyssa Potts,33,26-35,Low,Enterprise
bwood@example.com,Kenneth Alexander,54,51-65,Low,Enterprise
jason74@example.net,Ryan Fernandez,32,26-35,Low,Small Business
christopherdiaz@example.net,Hunter Patel,48,36-50,Low,Enterprise
jonathanford@example.net,Mitchell Scott,46,36-50,Medium,Small Business
smithcourtney@example.net,Patricia Jenkins,29,26-35,Medium,Small Business
gregorymiller@example.com,Jamie Kidd,34,26-35,Medium,Small Business
marshallrodney@example.org,Claudia Henry,42,36-50,Premium,Enterprise
millerjoy@example.net,George Schmidt,46,36-50,Low,Small Business
andrademelissa@example.net,Oscar Ford,28,26-35,Low,Enterprise
josemcdonald@example.net,Jonathan Adams,49,36-50,Low,Enterprise
lindareed@example.com,Amy Kane,28,26-35,Low,Individual
kenneth58@example.com,Jonathan White,37,36-50,High,Enterprise
kbrown@example.net,Ms. Veronica Gomez,42,36-50,Premium,Enterprise
anthony90@example.com,Andrea Gallegos,58,51-65,Low,Individual
vjackson@example.com,Elizabeth Chase,21,18-25,Medium,Small Business
zvelasquez@example.net,Jennifer Sanchez,49,36-50,Low,Individual
ellisrichard@example.net,Vanessa Leon,84,65+,Low,Individual
wsmith@example.net,Erica Lawrence,72,65+,High,Small Business
flynnsamuel@example.org,Carlos Wood,25,18-25,Low,Small Business
dmoss@example.org,Andrew Salinas,63,51-65,Premium,Individual
nperry@example.net,Charles Wilson,18,18-25,High,Small Business
murraycrystal@example.com,Christopher Barnes,42,36-50,Low,Enterprise
davidbooker@example.org,Gwendolyn Wagner,74,65+,Low,Enterprise
aknapp@example.org,Robert Pace,84,65+,High,Small Business
dawnmeadows@example.org,Dr. Krista Lewis,17,18-25,Medium,Individual
maria67@example.net,Thomas Walker,82,65+,Low,Enterprise
jeffrey11@example.com,Jesse Stephens,33,26-35,Medium,Small Business
vthompson@example.net,Jonathon Morris,58,51-65,High,Small Business
amy33@example.com,Corey Rodriguez,85,65+,Medium,Individual
hking@example.com,Ashley Hernandez,30,26-35,Premium,Individual
jenniferclark@example.org,James Banks,39,36-50,Premium,Enterprise
hamiltontina@example.net,Anonymous Customer,73,65+,Premium,Enterprise
mollymiller@example.net,Julie Davis,24,18-25,Premium,Enterprise
tanya12@example.com,Sandra Rogers,84,65+,Medium,Enterprise
kellybond@example.org,Joshua Lee,80,65+,Low,Small Business
victoria55@example.com,Andrea Valenzuela,47,36-50,Medium,Enterprise
mhernandez@example.com,James Perkins,33,26-35,Low,Small Business
bradleytorres@example.com,Ashley Martinez,57,51-65,High,Individual
wpeterson@example.net,Melissa Martinez,46,36-50,Low,Individual
jacksonspence@example.org,Christine Smith,20,18-25,Medium,Individual
ncollins@example.net,Joanna Powell,26,26-35,Premium,Individual
sabrina99@example.net,Robert Blanchard,81,65+,Premium,Small Business
stewartsusan@example.net,Caitlin Jones,51,51-65,Premium,Small Business
jessicafisher@example.com,Ryan Roberson,23,18-25,Premium,Enterprise
lunaclarence@example.net,Beth Walters,63,51-65,Medium,Enterprise
philip05@example.org,Mrs. Angela Salazar Md,44,36-50,High,Small Business
iroach@example.com,Emily Peterson,54,51-65,High,Small Business
jason22@example.com,Alex Kelley,62,51-65,Premium,Small Business
joannsmith@example.com,Kendra Mckenzie,69,65+,Premium,Individual
vasquezwendy@example.net,Eric Rice,48,36-50,Low,Individual
nedwards@example.net,Jessica Ford,71,65+,Premium,Enterprise
scottjoel@example.org,Tina Spencer,39,36-50,Premium,Small Business
jonathongreen@example.net,Patricia Peterson,23,18-25,Low,Small Business
gjohnson@example.com,Sharon Avery,80,65+,Premium,Individual
dustinlewis@example.net,Kimberly Fry,65,51-65,High,Enterprise
shawn48@example.com,Madison Yates,45,36-50,Low,Individual
kevin51@example.net,Maurice Osborne,38,36-50,Premium,Enterprise
scottnicolas@example.org,Mark Ford,59,51-65,Low,Enterprise
jimmy82@example.com,Dale Riley,50,36-50,Medium,Individual
jasonburke@example.com,Mary Wilson,83,65+,Medium,Individual
paularamsey@example.org,Thomas Walsh,19,18-25,Premium,Enterprise
cbauer@example.net,Christopher Maynard,25,18-25,High,Small Business
phoffman@example.net,Amy Oliver,29,26-35,Low,Enterprise
brentmendoza@example.org,Dawn Hansen,67,65+,Premium,Individual
anamoore@example.net,Kyle Hodges,65,51-65,Low,Small Business
alexander39@example.net,Katrina Griffith,48,36-50,Premium,Enterprise
randall62@example.org,Deborah Anderson,34,26-35,Medium,Individual
emilyhutchinson@example.org,Michelle Long,23,18-25,High,Small Business
joseph56@example.com,Jonathan Martinez,64,51-65,Low,Small Business
pcooper@example.org,Shannon Watkins,81,65+,Premium,Individual
anita31@example.org,Charles Jones,18,18-25,Low,Small Business
andrewknight@example.org,Sherri Sanchez,53,51-65,Low,Enterprise
natalie76@example.com,Brittany Williams,47,36-50,Low,Individual
mharrell@example.net,Jessica Wilkins,33,26-35,Low,Individual
rroberts@example.org,Christopher Zimmerman,21,18-25,High,Enterprise
georgevanessa@example.com,Anonymous Customer,46,36-50,High,Individual
qlopez@example.net,Michael Carter,67,65+,Medium,Individual
michaelrangel@example.org,Monica Thomas,72,65+,High,Small Business
ryangreen@example.com,Daniel Cohen,70,65+,Low,Enterprise
ruth44@example.org,Antonio Alvarez,72,65+,Medium,Small Business
jonesjessica@example.com,Debra Thompson,43,36-50,High,Enterprise
nicholas32@example.org,Catherine Preston,72,65+,Medium,Individual
natasha55@example.org,Teresa Mclaughlin,17,18-25,High,Small Business
alexander83@example.net,Tim Mitchell,47,36-50,Premium,Small Business
kimberly93@example.net,Christopher Galloway,28,26-35,Medium,Individual
gwalter@example.net,Samantha Walters,35,26-35,Medium,Individual
shelia28@example.com,Andre Chen,40,36-50,Medium,Small Business
donnafrancis@example.com,Morgan Johnson,81,65+,Medium,Individual
ocalderon@example.net,Shawna Cannon,57,51-65,Premium,Individual
janice00@example.net,Mark Crawford,85,65+,Low,Enterprise
linda07@example.net,Sarah Brown,77,65+,High,Individual
williamsjose@example.com,Lindsey Ramos Phd,64,51-65,High,Enterprise
michelle24@example.net,Gregory Harper,66,65+,Low,Small Business
saundersvictor@example.org,Douglas Williams,82,65+,Low,Small Business
kfreeman@example.com,Jose Todd,55,51-65,High,Enterprise
denniswilson@example.net,Erica Pugh,74,65+,High,Enterprise
sandersalexandra@example.net,Randall Johnson,81,65+,Premium,Small Business
jerrynorman@example.net,John Powell,71,65+,Low,Small Business
torresrebecca@example.net,Kaitlin Davidson,26,26-35,High,Enterprise
dillon67@example.com,Pamela Wu,59,51-65,Low,Individual
samantha67@example.net,George Osborne,84,65+,High,Individual
zphillips@example.org,Christine Ramos,76,65+,High,Enterprise
briana52@example.com,Mrs. Tina Trujillo,74,65+,Medium,Small Business
travis25@example.com,Autumn Boyd,73,65+,Premium,Individual
christopher11@example.org,Nicholas Harris,25,18-25,Premium,Enterprise
heatherglover@example.net,Regina Hawkins,81,65+,High,Small Business
figueroabrandon@example.org,Debra Brown,77,65+,Premium,Individual
carneyglenda@example.net,Eric Scott,18,18-25,High,Enterprise
jacobmason@example.org,Kevin Shepherd,32,26-35,High,Individual
josechan@example.net,David Lara,71,65+,Medium,Individual
stevenschneider@example.com,Allison Jimenez,36,36-50,High,Enterprise
markwhite@example.com,Corey Benson,55,51-65,Premium,Enterprise
sotomadison@example.net,Travis Hughes,44,36-50,High,Enterprise
webbholly@example.net,Jeffrey Garrett,67,65+,Low,Small Business
cortezalexandra@example.com,Richard Ayala,47,36-50,Medium,Enterprise
mariaturner@example.net,Jennifer Schwartz,50,36-50,High,Individual
dunnashley@example.net,Kevin Bautista,37,36-50,Low,Small Business
pedro98@example.org,Tiffany Ball,31,26-35,Premium,Small Business
shannongonzalez@example.net,Diana Mahoney,59,51-65,Medium,Small Business
christine41@example.net,Kristen Velez,39,36-50,Low,Individual
bakerstanley@example.org,Elaine Proctor,32,26-35,Premium,Small Business
bshannon@example.com,John Jacobs,76,65+,Premium,Small Business
francesthomas@example.net,Patricia Shields,81,65+,Low,Individual
fishertimothy@example.net,Mark Wheeler,67,65+,High,Small Business
adamhernandez@example.org,Jennifer Welch,24,18-25,Low,Enterprise
harrisstephanie@example.net,Jose Garcia,40,36-50,Premium,Enterprise
hatkinson@example.org,Derek Roach,42,36-50,Low,Enterprise
amber22@example.org,Maria Miller,64,51-65,Low,Enterprise
roger61@example.net,Beth Shaw,61,51-65,High,Small Business
mirandaricardo@example.org,Angela Romero,62,51-65,High,Individual
szuniga@example.com,Ashley Day,56,51-65,High,Small Business
christophergreen@example.net,Anonymous Customer,54,51-65,Low,Individual
djohnson@example.com,Dawn Anderson,81,65+,Medium,Individual
xpham@example.com,Tamara Walsh,36,36-50,Low,Enterprise
ngonzalez@example.com,Mary Austin,44,36-50,Medium,Small Business
kristakim@example.com,Renee Holland,40,36-50,Premium,Enterprise
rossadam@example.net,Nicholas Walton,83,65+,Medium,Individual
bsanchez@example.net,April Tapia,50,36-50,High,Individual
xwebb@example.net,Anonymous Customer,53,51-65,Low,Small Business
acostarhonda@example.com,Jessica Tucker,22,18-25,Medium,Enterprise
walterporter@example.net,Courtney Cook,24,18-25,Low,Enterprise
kimberly05@example.com,Joseph Conrad,35,26-35,Medium,Individual
cranegary@example.net,Meghan Ellis,42,36-50,Medium,Enterprise
murraycrystal@example.org,Brittany Rhodes,46,36-50,High,Small Business
eric42@example.com,Sherry Salinas,69,65+,Premium,Individual
fhernandez@example.com,Sergio Moran,63,51-65,Medium,Individual
griffindanielle@example.com,Sandra Johnson,81,65+,Premium,Enterprise
michealwilliams@example.com,Joe Phillips,26,26-35,Low,Individual
floydtravis@example.org,Sharon Green,78,65+,Low,Individual
younglisa@example.com,Mark Stone,21,18-25,Premium,Individual
goodalec@example.org,Brandy Craig,54,51-65,Medium,Individual
chanjasmine@example.net,Steven Castillo,56,51-65,High,Small Business
williamchase@example.org,Christina Garrett Md,42,36-50,Low,Individual
scottrobinson@example.org,Debra Garcia,20,18-25,High,Enterprise
andrea88@example.org,Jackie Benson,78,65+,Low,Individual
sperez@example.org,Kathleen Diaz,68,65+,Medium,Enterprise
howelldouglas@example.net,Shelly Castillo,68,65+,Premium,Enterprise
kclark@example.org,Mercedes Andrews,58,51-65,Medium,Enterprise
jrivas@example.com,Christopher Hill,65,51-65,Premium,Enterprise
yorkbeth@example.net,Andrew Walker,78,65+,High,Small Business
ihale@example.net,James Williams,71,65+,Low,Small Business
brenda18@example.com,Sabrina Nelson,67,65+,Low,Individual
losborne@example.com,Grant Caldwell,71,65+,Low,Small Business
vperez@example.org,Anonymous Customer,24,18-25,High,Individual
foxderek@example.net,Anonymous Customer,70,65+,Low,Individual
melissasmith@example.org,Anonymous Customer,39,36-50,Medium,Individual
toddescobar@example.com,Tanya Middleton,24,18-25,High,Small Business
uosborne@example.net,Gregg Cisneros,71,65+,Medium,Enterprise
justinchandler@example.com,Sean Haynes,74,65+,High,Small Business
laura72@example.com,Christopher Murray,30,26-35,Medium,Enterprise
richard53@example.net,Matthew Hicks,66,65+,High,Individual
wmitchell@example.org,James Cross,38,36-50,High,Enterprise
mharrington@example.net,Joshua Green,65,51-65,High,Enterprise
nkramer@example.org,Michael Sherman,85,65+,Medium,Enterprise
umack@example.org,Jonathan Walton,25,18-25,Medium,Small Business
milleralexander@example.org,April Gillespie,49,36-50,Premium,Enterprise
braunapril@example.org,Kaitlin Young,56,51-65,High,Small Business
dshelton@example.org,John Wright,70,65+,Premium,Small Business
weberjerry@example.net,Evan Quinn,64,51-65,Low,Small Business
morgan45@example.net,William Scott,48,36-50,Low,Enterprise
fstone@example.net,Susan Valentine,45,36-50,Low,Individual
enielsen@example.com,Donna Robles,26,26-35,Low,Enterprise
kcarroll@example.net,Timothy Grant,26,26-35,Premium,Individual
robinsonroy@example.net,Aaron Ingram,32,26-35,Low,Individual
loganle@example.org,Jesse Miller,27,26-35,Premium,Enterprise
melliott@example.org,Johnathan Villarreal,62,51-65,Medium,Enterprise
rachelrobinson@example.net,Angela Potts,29,26-35,Medium,Individual
thompsonrebecca@example.org,Holly Mendoza,83,65+,Premium,Individual
jamesbarnes@example.net,Nicole Fitzgerald,45,36-50,Premium,Enterprise
nicoleporter@example.org,David Chambers,28,26-35,Medium,Small Business
brianbaker@example.org,Sharon Kelly,74,65+,Low,Individual
hernandeztimothy@example.net,Andrea Moore,77,65+,Low,Individual
bpalmer@example.org,Jessica Lindsey,37,36-50,High,Small Business
